ID,math9,math9_score,math10,math10_score,eng9,eng9_score,eng10,eng10_score,hist9,hist9_score,bio9,bio_score,phys10,phys10_score,chem11,chem11_score,Gender,Counselor,ELL_Status,Double_Math,FRPL_Status,Grade_Level,Home_Language,Date_of_Birth,Race_Ethnicity,Transfer_Student,Special_Education_Status,schoolName
2240107,1,35.759999752044678,1,50,1,62.655000686645508,1,72.389999389648438,1,54.236667633056641,1,61.010000228881836,1,46.276666641235352,0,,0,25,True,0,3,11,0,2006-05-15,3,False,True,0
2240109,1,69.204998016357422,1,75.129997253417969,2,72.345001220703125,2,94.464996337890625,2,71.650001525878906,2,70,2,76.654998779296875,1,73.334999084472656,0,25,False,0,3,11,1,2006-04-01,3,False,False,0
2240109,1,69.204998016357422,3,92.819999694824219,2,72.345001220703125,2,94.464996337890625,2,71.650001525878906,2,70,2,76.654998779296875,1,73.334999084472656,0,25,False,0,3,11,1,2006-04-01,3,False,False,0
2240113,1,8.7149997353553772,0,,1,5.0450000762939453,0,,1,34.894999504089355,1,11.914999961853027,0,,0,,0,22,False,0,3,11,0,2006-03-22,1,False,False,0
2240114,1,69.179998397827148,3,60.060001373291016,1,74.394998550415039,1,78.665000915527344,1,72.854999542236328,1,80.084999084472656,1,51.680000305175781,0,,1,22,False,0,3,11,0,2005-09-27,2,False,False,0
2240115,1,60.875,3,50.240001678466797,1,48.94999885559082,1,38.694999694824219,1,71.680000305175781,1,58.985000610351563,1,48.364999771118164,1,29.325000762939453,1,22,False,0,1,11,0,2005-10-25,2,False,False,0
2240118,1,64.785001754760742,3,60.645000457763672,1,88.185001373291016,1,89.25,1,84.510002136230469,1,85.990001678466797,1,78.369998931884766,1,59.42500114440918,0,25,False,1,3,11,1,2005-11-30,3,False,False,0
2240119,1,82.379997253417969,1,92.099998474121094,1,93.994998931884766,2,94.270000457763672,1,80.545001983642578,1,90.665000915527344,1,91.94000244140625,1,65.120002746582031,0,22,False,0,1,11,0,2006-03-15,5,False,False,0
2240121,1,77.685001373291016,1,89.875,1,85.469997406005859,1,90.810001373291016,2,75.185001373291016,1,99.659999847412109,1,90.379997253417969,0,,1,22,False,0,1,11,0,2006-05-16,5,False,False,0
2240122,1,86.994998931884766,1,65.80999755859375,1,90.229999542236328,1,97.069999694824219,1,79.005001068115234,1,73.310001373291016,1,76.80999755859375,0,,1,22,False,0,3,11,0,2006-03-17,2,False,False,0
2240126,1,76.449996948242188,1,86.435001373291016,1,0.60000002384185791,5,65,2,26.920000076293945,1,64.450000762939453,1,83.529998779296875,0,,1,22,False,0,3,11,1,2005-12-19,3,False,False,0
2240126,1,76.449996948242188,1,86.435001373291016,1,0.60000002384185791,5,65,2,26.920000076293945,2,38.75,1,83.529998779296875,0,,1,22,False,0,3,11,1,2005-12-19,3,False,False,0
2240126,1,76.449996948242188,1,86.435001373291016,1,0.60000002384185791,5,65,1,67.134998321533203,1,64.450000762939453,1,83.529998779296875,0,,1,22,False,0,3,11,1,2005-12-19,3,False,False,0
2240126,1,76.449996948242188,1,86.435001373291016,1,0.60000002384185791,5,65,1,67.134998321533203,2,38.75,1,83.529998779296875,0,,1,22,False,0,3,11,1,2005-12-19,3,False,False,0
2240126,1,76.449996948242188,1,86.435001373291016,2,25.899999618530273,5,65,2,26.920000076293945,1,64.450000762939453,1,83.529998779296875,0,,1,22,False,0,3,11,1,2005-12-19,3,False,False,0
2240126,1,76.449996948242188,1,86.435001373291016,2,25.899999618530273,5,65,2,26.920000076293945,2,38.75,1,83.529998779296875,0,,1,22,False,0,3,11,1,2005-12-19,3,False,False,0
2240126,1,76.449996948242188,1,86.435001373291016,2,25.899999618530273,5,65,1,67.134998321533203,1,64.450000762939453,1,83.529998779296875,0,,1,22,False,0,3,11,1,2005-12-19,3,False,False,0
2240126,1,76.449996948242188,1,86.435001373291016,2,25.899999618530273,5,65,1,67.134998321533203,2,38.75,1,83.529998779296875,0,,1,22,False,0,3,11,1,2005-12-19,3,False,False,0
2240127,1,71.899997711181641,3,79.494998931884766,1,89.135002136230469,1,94.090000152587891,1,86.614997863769531,1,94.569999694824219,1,72.265003204345703,0,,0,22,False,0,3,11,1,2005-07-13,3,False,False,0
2240128,1,81.650001525878906,1,74.415000915527344,1,97.410003662109375,1,93.670001983642578,1,92.814998626708984,1,101.04000091552734,2,72.700000762939453,0,,0,22,False,0,3,11,0,2006-01-28,3,False,False,0
2240131,1,89.220001220703125,1,96.205001831054688,1,99.544998168945313,2,96.110000610351563,1,94.854999542236328,1,98.854999542236328,1,97.399997711181641,0,,1,22,False,0,1,11,0,2006-07-15,3,False,False,0
2240132,1,81.119998931884766,1,91.784999847412109,2,76.364997863769531,2,94.994998931884766,2,75.794998168945313,2,70,2,82.720001220703125,0,,1,22,False,0,3,11,0,2006-07-03,3,False,False,0
2240133,1,82.324996948242188,1,64.924999237060547,1,76.049999237060547,1,84.825000762939453,1,80.325000762939453,1,76.829998016357422,1,74.939998626708984,0,,0,22,False,0,3,11,0,2006-03-29,3,False,True,0
2240137,1,65.739999771118164,1,55.604999542236328,1,64.975000381469727,1,78.220001220703125,1,80.639999389648438,1,77.31500244140625,1,67,1,36.790000915527344,1,22,False,1,3,11,1,2006-06-08,3,False,False,0
2240139,1,90.424999237060547,1,94.830001831054688,2,82.704998016357422,2,94.970001220703125,2,84.069999694824219,2,92.80999755859375,0,,0,,0,22,False,0,1,11,0,2006-08-24,3,False,False,0
2240143,1,70.114997863769531,1,78.169998168945313,1,19.665000438690186,5,29.929999396204948,1,75.040000915527344,1,83.614997863769531,1,74.300003051757813,1,68.070001602172852,1,22,False,0,3,11,1,2006-01-28,3,False,False,0
2240143,1,70.114997863769531,1,78.169998168945313,1,19.665000438690186,5,65,1,75.040000915527344,1,83.614997863769531,1,74.300003051757813,1,68.070001602172852,1,22,False,0,3,11,1,2006-01-28,3,False,False,0
2240144,1,71.150001525878906,3,69.340000152587891,1,79.729999542236328,1,79.170001983642578,1,64.755001068115234,1,67.024997711181641,1,74.005001068115234,0,,0,22,False,0,1,11,0,2006-06-19,3,False,False,0
2240146,1,38.380001068115234,0,,1,8.4749999046325684,5,63.005001068115234,1,63.114997863769531,1,49.885000228881836,1,62.060001373291016,0,,1,22,False,0,3,11,1,2006-04-24,3,False,False,0
2240147,1,83.139999389648438,3,81.979999542236328,1,84.919998168945313,1,94.529998779296875,1,84.270000457763672,1,84.389999389648438,1,72.650001525878906,1,68.465000152587891,1,22,False,0,3,11,1,2006-02-20,3,False,False,0
2240148,1,25.354999542236328,0,,1,21.885000705718994,5,65,1,66.670001983642578,1,50.779998779296875,0,,0,,0,22,False,1,3,11,0,2006-05-26,3,False,False,0
2240149,1,61.795000076293945,3,61.049999237060547,1,70.089998245239258,1,80.109996795654297,1,64.540000915527344,1,65.94999885559082,1,59.165000915527344,1,40.650001525878906,0,22,True,1,2,11,0,2006-02-26,3,False,False,0
2240150,1,48.979999542236328,1,70.033332824707031,2,69.915000915527344,1,95.584999084472656,2,45.730001449584961,2,74.635002136230469,1,83.030002593994141,0,,0,22,False,0,3,11,1,2006-07-16,3,False,False,0
2240153,1,96.840000152587891,2,95.604999542236328,2,95.104999542236328,2,98.694999694824219,2,100.25,2,99.189998626708984,2,91.419998168945313,2,97.365001678466797,0,22,False,0,3,11,1,2006-07-16,3,False,False,0
2240155,1,66.904998779296875,1,39.694999694824219,1,76.025001525878906,1,72.884998321533203,1,82.604999542236328,1,85.444999694824219,1,60.895000457763672,0,,1,22,False,0,3,11,0,2005-10-03,3,False,False,0
2240156,1,85.319999694824219,1,88.385002136230469,1,86.930000305175781,1,94.590000152587891,1,86.529998779296875,1,97.465000152587891,1,80.974998474121094,1,75.229999542236328,0,22,False,0,1,11,0,2005-12-29,3,False,False,0
2240157,1,67.804998397827148,3,87.375,1,15.059999942779541,5,65,1,62.709999084472656,1,75.010002136230469,1,63.655000686645508,1,31.36500072479248,0,22,False,0,3,11,0,2006-08-29,3,False,False,0
2240158,1,66.025001525878906,1,74.579998016357422,1,75.305000305175781,1,80.834999084472656,1,86.009998321533203,1,66.485000610351563,1,80.469997406005859,0,,1,22,False,0,3,11,1,2006-02-15,3,False,False,0
2240165,1,30.245000839233398,0,,1,78.805000305175781,1,83.784999847412109,1,73.895000457763672,1,72.889999389648438,1,65.885000228881836,0,,1,22,False,0,2,11,0,2006-06-27,3,False,False,0
2240166,1,83.235000610351563,3,62.830001831054688,1,66.029998779296875,1,89.854999542236328,1,67.619998931884766,1,58.395000457763672,1,60.319999694824219,1,45.795000076293945,0,22,True,1,3,11,0,2005-09-16,3,False,False,0
2240167,1,66.873331705729171,1,82.574996948242188,1,68.665000915527344,1,84.014999389648438,1,73.849998474121094,1,76.450000762939453,1,86.944999694824219,0,,1,22,True,0,1,11,0,2005-12-14,3,False,False,0
2240171,1,42.330001831054688,0,,1,30.469999313354492,5,65,1,66.704999923706055,1,61.720001220703125,1,50.944999694824219,0,,0,22,False,0,1,11,0,2005-09-23,3,False,False,0
2240173,1,88.204998016357422,1,83.759998321533203,1,90.975002288818359,2,86.229999542236328,1,91.830001831054688,1,94.400001525878906,1,85.400001525878906,1,78.670001983642578,1,22,True,0,3,11,0,2006-09-01,3,False,False,0
2240174,1,97.194999694824219,3,92.010002136230469,1,98.959999084472656,1,97.409999847412109,1,97.189998626708984,1,96.014999389648438,1,93.224998474121094,0,,1,22,False,0,3,11,0,2006-08-23,3,False,False,0
2240175,1,66.595001220703125,3,71.335002899169922,1,67.850000381469727,1,70.109996795654297,1,54.470001220703125,1,21.15000057220459,0,,0,,0,22,False,1,3,11,1,2006-04-28,3,False,False,0
2240179,1,52.773332595825195,1,51.635000228881836,1,46.68333307902018,1,67.209999084472656,1,70.580001831054688,1,51.065000534057617,0,,0,,1,22,False,0,3,11,1,2005-12-14,3,False,False,0
2240180,1,28.37666694323222,0,,1,45.465000152587891,5,65,1,67.959999084472656,1,50.033333460489906,1,82.549999237060547,0,,1,22,True,0,2,11,0,2006-07-29,3,False,False,0
2240181,1,81.80999755859375,1,70.204999923706055,1,11.469999551773071,0,,1,49.420000076293945,1,75.264999389648438,0,,0,,1,22,False,0,3,11,1,2006-04-10,5,False,False,0
2240182,1,80.645000457763672,1,77.575000762939453,1,98.310001373291016,1,92.430000305175781,1,91.764999389648438,1,99.630001068115234,1,83.709999084472656,0,,1,22,False,0,3,11,0,2005-10-30,2,False,False,0
2240185,1,91.549999237060547,1,80.31500244140625,2,95.610000610351563,2,82.614997863769531,1,95.905002593994141,2,100,2,66.409997940063477,0,,0,22,False,0,3,11,1,2005-10-10,3,False,False,0
2240187,1,5.6550001874566078,0,,1,0.31499999761581421,5,65,1,22.24500036239624,1,14.290000438690186,0,,0,,1,22,True,0,1,11,0,2005-09-26,3,False,False,0
2240188,1,49.924999237060547,0,,1,1.3450000286102295,5,65,1,52.894999504089355,1,49.220000267028809,0,,0,,1,22,True,0,3,11,0,2006-03-08,3,False,False,0
2240188,1,49.924999237060547,0,,1,1.3450000286102295,1,80,1,52.894999504089355,1,49.220000267028809,0,,0,,1,22,True,0,3,11,0,2006-03-08,3,False,False,0
2240191,1,6.5,0,,1,1,5,65,1,49.193332672119141,1,44.496667385101318,0,,0,,1,22,False,0,1,11,0,2006-03-13,3,False,False,0
2240192,1,70.625,3,87.399997711181641,1,92.295001983642578,1,83.564998626708984,1,86.480003356933594,1,81.709999084472656,1,71.220001220703125,0,,1,22,True,0,1,11,1,2006-05-03,3,False,False,0
2240193,1,91.529998779296875,3,89.635002136230469,1,68.669998168945313,1,77.029998779296875,1,69.644996643066406,1,75.01500129699707,1,85.650001525878906,1,73.860000610351563,1,22,False,0,1,11,1,2006-07-17,3,False,False,0
2240194,1,94.680000305175781,1,86.224998474121094,1,98.125,2,93.534999847412109,2,92.939998626708984,2,100,2,79.534999847412109,2,79.720001220703125,0,22,False,0,1,11,0,2005-12-15,3,False,False,0
2240198,1,66.645000457763672,3,74.514999389648438,1,75.175003051757813,1,94.165000915527344,1,79.395000457763672,1,88.469997406005859,1,74.110000610351563,0,,0,22,False,1,3,11,0,2005-10-21,3,False,False,0
2240199,1,60.119998931884766,1,57.204999923706055,1,34.559999465942383,5,65,1,75.014999389648438,1,76.755001068115234,1,76.989997863769531,0,,1,22,False,0,3,11,0,2005-09-29,3,False,True,0
2240201,1,70.914999008178711,1,84.875,1,55.029998779296875,1,74.340000152587891,1,70.575000762939453,1,83.029998779296875,1,82.854999542236328,1,77.415000915527344,1,22,False,0,3,11,0,2006-05-07,1,False,False,0
2240207,1,91.720001220703125,1,82.360000610351563,1,87.919998168945313,1,86.880001068115234,1,84.505001068115234,1,92.670001983642578,1,68.805000305175781,0,,1,22,False,0,1,11,0,2005-10-12,2,False,False,0
2240208,1,93.674999237060547,1,92.095001220703125,1,87.744998931884766,1,95.375,1,75.474998474121094,1,89.180000305175781,1,77.039997100830078,0,,0,22,False,0,3,11,0,2006-06-25,2,False,False,0
2240210,1,88.625,1,80.959999084472656,1,91.755001068115234,1,84.885002136230469,1,86.715000152587891,1,82.544998168945313,1,84.294998168945313,0,,1,22,False,0,3,11,1,2006-01-27,3,False,False,0
2240212,1,66.720001220703125,1,83.604999542236328,2,56.030000686645508,2,94.255001068115234,2,68.129997253417969,2,72.670001983642578,2,74.849998474121094,2,51.769998550415039,0,22,False,0,3,11,0,2006-07-20,3,False,False,0
2240214,1,73.575000762939453,1,67.5,1,86.600002288818359,1,74.584999084472656,1,89.489997863769531,2,79.504997253417969,0,,0,,0,22,False,0,3,11,0,2005-09-05,3,False,False,0
2240218,1,65,1,77.019996643066406,1,65,1,73.424999237060547,2,52.469998359680176,1,93.730003356933594,1,79.189998626708984,1,16.500000238418579,0,10,False,0,2,11,0,2005-10-07,2,False,False,0
2240218,1,65,1,77.019996643066406,1,65,1,73.424999237060547,2,52.469998359680176,2,60,1,79.189998626708984,1,16.500000238418579,0,10,False,0,2,11,0,2005-10-07,2,False,False,0
2240218,1,65,1,77.019996643066406,2,59.80000114440918,1,73.424999237060547,2,52.469998359680176,1,93.730003356933594,1,79.189998626708984,1,16.500000238418579,0,10,False,0,2,11,0,2005-10-07,2,False,False,0
2240218,1,65,1,77.019996643066406,2,59.80000114440918,1,73.424999237060547,2,52.469998359680176,2,60,1,79.189998626708984,1,16.500000238418579,0,10,False,0,2,11,0,2005-10-07,2,False,False,0
2240219,1,43.174999237060547,0,,2,54.235000610351563,5,65,2,65.019996643066406,1,65,0,,0,,0,10,False,0,3,11,0,2005-12-22,3,False,False,0
2240219,1,43.174999237060547,0,,2,54.235000610351563,5,65,2,65.019996643066406,2,40,0,,0,,0,10,False,0,3,11,0,2005-12-22,3,False,False,0
2240219,1,43.174999237060547,0,,2,54.235000610351563,5,65,1,63.389999389648438,1,65,0,,0,,0,10,False,0,3,11,0,2005-12-22,3,False,False,0
2240219,1,43.174999237060547,0,,2,54.235000610351563,5,65,1,63.389999389648438,2,40,0,,0,,0,10,False,0,3,11,0,2005-12-22,3,False,False,0
2240223,1,59.715000152587891,3,78.614997863769531,1,88.055000305175781,1,76.680000305175781,1,63.049997329711914,1,72.434999465942383,1,61.674999237060547,0,,0,10,False,1,3,11,0,2006-08-24,3,False,False,0
